league.year,league.name,entry.name,phase.name,division.name,R_G,R_W,R_L,R_T,R_PCT,R_RANK,R_ATT,B_G,B_IP,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,P_G,P_W,P_L,P_T,P_PCT,P_R,F_G,F_TC,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_XI,F_LOB,F_PCT
1947,South Atlantic League,Charleston,regular,,,,,,,,,153,,5148,790,,1361,1942,,246,64,69,690,661,,698,,41,87,,100,,0.264,,,,,,720,,,,,,,,,,,
1947,South Atlantic League,Columbia,regular,,,,,,,,,153,,5131,687,,1344,1797,,205,52,48,582,588,,757,,28,62,,89,,0.262,,,,,,835,,,,,,,,,,,
1947,South Atlantic League,Jacksonville,regular,,,,,,,,,153,,5090,746,,1322,1760,,236,47,36,619,720,,733,,33,101,,108,,0.26,,,,,,839,,,,,,,,,,,
1947,South Atlantic League,Macon,regular,,,,,,,,,153,,5527,763,,1349,1866,,216,89,41,668,707,,779,,40,56,,93,,0.244,,,,,,862,,,,,,,,,,,
1947,South Atlantic League,Augusta,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,81,69,2,0.54,,,,,,,,,,,,
1947,South Atlantic League,Charleston,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,83,69,1,0.546,,,,,,,,,,,,
1947,South Atlantic League,Columbia,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,59,94,0,0.386,,,,,,,,,,,,
1947,South Atlantic League,Columbus,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,88,65,1,0.575,,,,,,,,,,,,
1947,South Atlantic League,Greenville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,77,77,0,0.5,,,,,,,,,,,,
1947,South Atlantic League,Jacksonville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,66,87,0,0.431,,,,,,,,,,,,
1947,South Atlantic League,Macon,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,70,82,1,0.461,,,,,,,,,,,,
1947,South Atlantic League,Savannah,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,85,66,1,0.563,,,,,,,,,,,,
1947,South Atlantic League,Savannah,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,3914,1585,220,142,0,21,,1190,0.962
1947,South Atlantic League,Greenville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,4002,1541,222,128,0,12,,1181,0.961
1947,South Atlantic League,Macon,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3977,1758,232,146,1,19,,1245,0.961
1947,South Atlantic League,Columbus,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,4013,1638,241,148,0,10,,1251,0.959
1947,South Atlantic League,Charleston,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3941,1819,252,147,0,25,,1237,0.958
1947,South Atlantic League,Augusta,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,3935,1502,263,112,1,8,,1153,0.954
1947,South Atlantic League,Jacksonville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3934,1726,281,151,0,12,,1225,0.953
1947,South Atlantic League,Columbia,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,3920,1791,290,154,0,17,,1149,0.952
1947,Tri-State League,Spartanburg,regular,,,88,51,1,0.633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Anderson,regular,,,84,55,1,0.604,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Knoxville,regular,,,73,67,0,0.521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Charlotte,regular,,,72,68,0,0.514,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Rock Hill,regular,,,68,71,0,0.489,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Asheville,regular,,,65,74,0,0.468,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Fayetteville,regular,,,61,78,0,0.439,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Reidsville,regular,,,45,92,0,0.328,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Charlotte,semifinal,Semifinal 1,,4,1,,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Spartanburg,semifinal,Semifinal 1,,1,4,,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Anderson,semifinal,Semifinal 2,,4,2,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Knoxville,semifinal,Semifinal 2,,2,4,,0.333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Charlotte,final,,,4,3,,0.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Anderson,final,,,3,4,,0.429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Spartanburg,regular,,,,,,,,157435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Anderson,regular,,,,,,,,150290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Asheville,regular,,,,,,,,123897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Charlotte,regular,,,,,,,,116729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Knoxville,regular,,,,,,,,101189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Rock Hill,regular,,,,,,,,91042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Fayetteville,regular,,,,,,,,63081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Reidsville,regular,,,,,,,,59403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Tri-State League,Knoxville,regular,,,,,,,,,140,,4830,755,,1380,1973,,255,82,58,695,525,,527,,36,95,,125,,0.286,,,,,,716,,,,,,,,,,,
1947,Tri-State League,Spartanburg,regular,,,,,,,,,140,,4822,856,,1377,1935,,230,68,64,770,641,,668,,38,131,,113,,0.286,,,,,,659,,,,,,,,,,,
1947,Tri-State League,Asheville,regular,,,,,,,,,139,,4809,761,,1372,1845,,187,71,48,676,585,,565,,40,87,,105,,0.285,,,,,,726,,,,,,,,,,,
1947,Tri-State League,Fayetteville,regular,,,,,,,,,139,,4863,745,,1348,1883,,255,41,66,659,516,,716,,27,56,,122,,0.277,,,,,,798,,,,,,,,,,,
1947,Tri-State League,Anderson,regular,,,,,,,,,140,,4702,790,,1289,1867,,221,54,83,591,588,,574,,25,73,,142,,0.274,,,,,,687,,,,,,,,,,,
1947,Tri-State League,Rock Hill,regular,,,,,,,,,139,,4775,703,,1305,1814,,215,69,52,648,567,,668,,29,51,,66,,0.273,,,,,,778,,,,,,,,,,,
1947,Tri-State League,Reidsville,regular,,,,,,,,,137,,4657,661,,1259,1700,,226,40,45,574,490,,513,,44,70,,44,,0.27,,,,,,920,,,,,,,,,,,
1947,Tri-State League,Charlotte,regular,,,,,,,,,140,,4744,709,,1253,1666,,205,65,26,641,551,,624,,59,95,,72,,0.264,,,,,,696,,,,,,,,,,,
1947,Tri-State League,Charlotte,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3629,1430,205,132,0,11,,,0.961
1947,Tri-State League,Asheville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3615,1521,214,117,0,15,,,0.96
1947,Tri-State League,Knoxville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3652,1577,222,103,1,15,,,0.959
1947,Tri-State League,Anderson,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3604,1421,239,114,3,16,,,0.955
1947,Tri-State League,Rock Hill,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3604,1577,250,102,0,23,,,0.954
1947,Tri-State League,Fayetteville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,3573,1490,249,98,1,18,,,0.953
1947,Tri-State League,Spartanburg,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,3659,1481,263,134,0,15,,,0.951
1947,Tri-State League,Reidsville,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,3459,1614,270,117,2,30,,,0.949
